,City,Country,Date,Lat,Lng,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
358,Cienfuegos,CU,1659553855,22.1461,-80.4356,40,58,89.74,9.22
359,Varlamovo,RU,1659553855,53.1897,48.4226,39,69,68.94,5.97
360,Morgan City,US,1659553856,29.6994,-91.2068,100,86,79.02,8.75
361,Ushtobe,KZ,1659553856,45.2514,77.9838,11,41,71.71,3.4
362,Oranjemund,NA,1659553856,-28.55,16.4333,2,92,54.27,6.29
363,Katobu,ID,1659553857,-4.9408,122.5276,25,93,71.51,3.36
364,Provideniya,RU,1659553857,64.3833,-173.3,100,77,52.29,5.93
365,Dudinka,RU,1659553857,69.4058,86.1778,3,71,49.62,0.31
366,Menzel Salem,TN,1659553858,35.8567,8.4765,19,22,83.21,9.69
367,Cantanhede,BR,1659553858,-3.6333,-44.3767,90,46,90.7,0.4
368,São Borja,BR,1659553797,-28.6606,-56.0044,100,81,67.95,5.73
369,Alekseyevka,RU,1659553858,50.6309,38.6903,100,89,66.78,2.71
370,Ayan,RU,1659553859,56.45,138.1667,100,94,56.14,12.46
371,Ferrol,ES,1659553859,43.4832,-8.2369,4,89,70.23,13.09
372,Waterford,US,1659553773,42.7023,-83.4027,100,59,94.55,16.11
373,Hashtrūd,IR,1659553860,37.4779,47.0508,0,24,77.61,4.47
374,Caravelas,BR,1659553860,-17.7125,-39.2481,5,64,74.82,6.98
375,Touros,BR,1659553829,-5.1989,-35.4608,26,67,80.96,9.4
376,Plettenberg Bay,ZA,1659553861,-34.0527,23.3716,76,93,57.27,5.28
377,Ust-Nera,RU,1659553861,64.5667,143.2,76,82,64.29,6.04
378,Singaparna,ID,1659553861,-7.3515,108.111,100,97,71.24,1.9
379,Türkan,AZ,1659553862,40.3639,50.215,0,65,80.78,6.91
380,Kikwit,CD,1659553862,-5.041,18.8162,16,50,80.44,1.7
381,Port Lincoln,AU,1659553862,-34.7333,135.8667,2,63,56.89,24.16
382,Kenai,US,1659553863,60.5544,-151.2583,0,72,68.02,5.75
383,Sioux Lookout,CA,1659553863,50.1001,-91.917,90,51,67.14,10.74
384,Resistencia,AR,1659553863,-27.4606,-58.9839,0,57,80.58,6.91
385,Wajir,KE,1659553864,1.7471,40.0573,100,47,81.16,21.61
386,Buraidah,SA,1659553864,26.326,43.975,95,24,100.85,8.72
387,Tumbagaan,PH,1659553864,5.3656,120.3139,100,79,79.9,2.89
388,Buala,SB,1659553865,-8.145,159.5921,40,85,78.78,9.31
389,Ha Giang,VN,1659553865,22.8333,104.9833,80,98,76.26,2.57
390,Peniche,PT,1659553866,39.3558,-9.3811,45,90,70.29,16.73
391,Lavrentiya,RU,1659553866,65.5833,-171.0,7,81,48.72,5.48
392,Pisco,PE,1659553866,-13.7,-76.2167,0,68,67.01,9.22
393,Gryazi,RU,1659553867,52.4966,39.9359,99,55,71.6,7.38
394,Zuwārah,LY,1659553867,32.9312,12.082,4,72,82.08,22.93
395,Lázaro Cárdenas,MX,1659553867,17.9583,-102.2,38,59,89.15,7.34
396,Nishihara,JP,1659553868,26.1842,127.7558,75,86,82.45,5.75
397,Bailleul,FR,1659553868,50.7359,2.7359,100,65,87.89,9.66
398,Tawao,MY,1659553868,4.2498,117.8871,100,89,76.75,2.39
399,Kawalu,ID,1659553869,-7.3817,108.2082,100,97,72.3,1.86
400,Sovetskiy,RU,1659553869,61.3614,63.5842,9,66,60.64,5.1
401,Paamiut,GL,1659553869,61.994,-49.6678,100,78,51.89,32.3
402,Ardakān,IR,1659553870,32.31,54.0175,0,15,91.29,4.07
403,Kudat,MY,1659553870,6.8837,116.8477,97,87,78.28,5.19
404,Nioro,GM,1659553870,13.35,-15.75,100,87,77.85,3.31
405,Hay River,CA,1659553871,60.8156,-115.7999,7,49,62.02,13.38
406,Kosa,RU,1659553871,59.9445,54.9977,63,73,58.87,4.65
407,Petrovsk,RU,1659553871,52.3064,45.3917,100,55,72.32,8.99
408,Novo Aripuanã,BR,1659553872,-5.1206,-60.3797,99,50,88.63,3.89
409,Minzhu,CN,1659553872,43.7286,127.3447,0,95,68.54,1.59
410,Vaitape,PF,1659553872,-16.5167,-151.75,9,74,78.75,21.25
411,Rincon,US,1659553664,32.296,-81.2354,75,94,89.85,8.05
412,Ahipara,NZ,1659553873,-35.1667,173.1667,4,92,52.61,3.65
413,Lac du Bonnet,CA,1659553873,50.2536,-96.0612,50,50,70.14,13.65
414,Khanpur,PK,1659553874,28.6453,70.6567,5,39,97.03,7.58
415,Bull Savanna,JM,1659553874,17.8868,-77.5902,100,61,84.96,15.68
416,Humberto de Campos,BR,1659553874,-2.5983,-43.4611,86,66,83.55,8.99
417,Skowhegan,US,1659553875,44.7651,-69.7192,100,48,83.44,4.97
418,Parrita,CR,1659553875,9.5201,-84.3225,100,86,79.0,6.17
419,Dandong,CN,1659553876,40.1292,124.3947,35,97,74.37,3.09
420,Mount Gambier,AU,1659553876,-37.8333,140.7667,11,90,49.05,10.22
421,Saint-Joseph,RE,1659553876,-21.3667,55.6167,23,81,68.38,9.73
422,Kaeo,NZ,1659553877,-35.1,173.7833,20,96,53.33,5.48
423,Belyye Berega,RU,1659553877,53.2085,34.6641,100,88,69.98,5.23
424,Mabaruma,GY,1659553877,8.2,-59.7833,34,91,81.73,4.45
425,Sillamäe,EE,1659553878,59.3997,27.7547,11,74,63.72,8.97
426,Makokou,GA,1659553878,0.5738,12.8642,65,64,75.85,1.07
427,Esik,KZ,1659553878,43.3552,77.4525,2,52,65.62,6.55
428,Harrow on the Hill,GB,1659553732,51.5714,-0.3337,40,74,76.77,13.8
429,Guangyuan,CN,1659553879,32.442,105.823,5,94,74.41,2.62
430,Praia,CV,1659553879,14.9215,-23.5087,75,74,81.14,11.5
431,Nivala,FI,1659553880,63.9167,24.9667,100,82,63.68,6.06
432,Wolfsburg,DE,1659553880,52.4333,10.8,57,53,83.89,3.94
433,Kununurra,AU,1659553880,-15.7667,128.7333,100,82,64.38,2.3
434,Eureka,US,1659553881,40.8021,-124.1637,24,81,71.2,4.0
435,Katiuzhanka,UA,1659553881,50.806,30.1376,97,96,68.59,7.52
436,Buin,CL,1659553881,-33.7333,-70.75,8,61,59.43,6.46
437,Koslan,RU,1659553882,63.4564,48.8989,79,87,61.95,4.23
438,Karratha,AU,1659553882,-20.7377,116.8463,4,65,64.69,10.98
439,Lucea,JM,1659553882,18.451,-78.1736,60,75,80.85,15.01
440,Abonnema,NG,1659553883,4.7084,6.7931,94,80,76.14,9.42
441,Altay,CN,1659553883,47.8667,88.1167,98,43,65.59,4.05
442,Henties Bay,NA,1659553883,-22.116,14.2845,100,88,55.22,8.75
443,Kiama,AU,1659553884,-34.6833,150.8667,100,77,64.99,11.34
444,Namatanai,PG,1659553884,-3.6667,152.4333,38,84,78.13,10.04
445,Am Timan,TD,1659553885,11.0297,20.2827,100,81,76.6,3.36
446,Severomuysk,RU,1659553885,56.1481,113.4267,83,89,47.68,5.64
447,Manaus,BR,1659553886,-3.1019,-60.025,40,58,91.9,9.22
448,Sekoma,BW,1659553886,-24.4,23.8833,0,24,62.06,6.87
449,Bandarbeyla,SO,1659553886,9.4942,50.8122,7,84,76.26,30.53
450,Ochakiv,UA,1659553887,46.6128,31.5498,7,66,74.5,9.15
451,Wajima,JP,1659553887,37.4,136.9,7,86,80.08,14.5
452,Shenjiamen,CN,1659553887,29.9576,122.298,0,87,82.85,17.94
453,Kommunisticheskiy,RU,1659553888,61.6789,64.4819,9,60,59.86,5.19
454,Estelle,US,1659553888,29.8458,-90.1067,100,73,86.0,8.05
455,Aasiaat,GL,1659553888,68.7098,-52.8699,100,77,42.51,20.02
456,Mananjary,MG,1659553889,-21.2167,48.3333,86,82,67.8,3.58
457,Makarov,RU,1659553889,48.6333,142.8,100,99,59.09,6.73
458,Dzhebariki-Khaya,RU,1659553889,62.2167,135.8,100,83,64.8,2.24
459,Cap Malheureux,MU,1659553890,-19.9842,57.6142,95,72,67.46,3.0
460,Merauke,ID,1659553890,-8.4667,140.3333,30,89,77.18,11.72
461,Ibrā’,OM,1659553891,22.6906,58.5334,53,51,90.59,7.74
462,Kaseda-shirakame,JP,1659553891,31.4167,130.3167,64,84,81.23,2.59
463,Lompoc,US,1659553891,34.6391,-120.4579,0,71,91.02,14.97
464,Brattvåg,NO,1659553892,62.6002,6.4434,75,77,62.85,14.97
465,Byron Bay,AU,1659553892,-28.65,153.6167,73,91,55.94,10.33
466,Bongandanga,CD,1659553893,1.5,21.05,80,74,76.55,2.51
467,Quatre Cocos,MU,1659553893,-20.2078,57.7625,100,66,67.08,13.65
468,Krasnyy Chikoy,RU,1659553894,50.3643,108.7512,100,96,61.68,3.49
469,Kamenka,RU,1659553894,51.3223,42.7678,100,55,73.15,8.61
470,São Raimundo Nonato,BR,1659553895,-9.0153,-42.6994,32,30,90.9,9.69
471,Awjilah,LY,1659553895,29.1081,21.2869,0,33,87.93,19.33
472,Esim,GH,1659553895,4.8699,-2.2405,11,76,73.6,7.65
473,Sept-Îles,CA,1659553896,50.2001,-66.3821,11,61,64.58,13.33
474,Russell,US,1659553896,32.3502,-85.1999,0,58,85.6,3.44
475,Sobolevo,RU,1659553896,54.4299,31.8996,100,87,66.43,0.69
476,São Paulo do Potengi,BR,1659553897,-5.895,-35.7628,42,79,82.51,6.51
477,Shetpe,KZ,1659553897,44.1667,52.1167,0,25,83.59,10.83
478,Kashira,RU,1659553897,54.8444,38.1669,98,63,70.32,5.5
479,Āgaro,ET,1659553898,7.85,36.65,68,98,59.23,3.33
480,Tazovsky,RU,1659553898,67.4667,78.7,49,68,55.06,5.19
481,Kushmurun,KZ,1659553898,52.4503,64.6311,87,63,65.53,13.62
482,Sur,OM,1659553899,22.5667,59.5289,9,66,87.33,13.65
483,Burns Lake,CA,1659553805,54.2331,-125.7533,100,48,59.52,8.48
484,Mikhaylovka,RU,1659553900,50.06,43.2379,50,48,71.71,5.61
485,Ouésso,CG,1659553900,1.6136,16.0517,51,80,74.05,2.48
486,Kloulklubed,PW,1659553900,7.0419,134.2556,100,84,78.78,7.47
487,Khani,GE,1659553901,41.9563,42.9566,38,94,69.37,0.89
488,Moose Factory,CA,1659553901,51.2585,-80.6094,100,94,64.38,12.66
489,Chicla,PE,1659553901,-11.705,-76.2686,6,35,56.23,2.93
490,Zastron,ZA,1659553902,-30.3023,27.084,61,79,46.31,6.6
491,Nīlēshwar,IN,1659553902,12.25,75.1,100,90,77.95,9.37
492,Monroe,US,1659553850,43.1501,-77.6831,75,40,89.65,11.5
493,Kuusamo,FI,1659553902,65.9667,29.1833,100,94,55.44,10.36
494,Amapá,BR,1659553903,1.0,-52.0,25,70,82.92,4.83
495,Tiarei,PF,1659553903,-17.5333,-149.3333,26,80,80.62,25.1
496,Oktyabr'skiy,RU,1659553831,54.4815,53.471,15,82,63.27,3.06
497,Belyy Yar,RU,1659553904,53.6039,91.3903,40,72,58.89,4.47
498,Atkinson,US,1659553904,42.8384,-71.147,20,47,94.46,8.05
499,Solwezi,ZM,1659553904,-12.1688,26.3894,4,45,60.93,3.6
500,Arrondissement de Nogent-le-Rotrou,FR,1659553904,48.3333,1.0,2,25,87.66,1.79
501,Baykit,RU,1659553905,61.67,96.37,95,96,49.59,3.62
502,Kuandian,CN,1659553905,40.7286,124.7847,7,98,71.04,2.08
503,Petropavlovka,RU,1659553905,50.6114,105.3196,85,90,59.95,4.36
504,Mossamedes,AO,1659553906,-15.1961,12.1522,4,81,60.48,4.16
505,Severo-Yeniseyskiy,RU,1659553906,60.3725,93.0408,100,99,46.71,1.66
506,Isperih,BG,1659553907,43.7167,26.8333,0,39,70.81,6.62
507,Guerrero Negro,MX,1659553907,27.9769,-114.0611,20,62,78.53,17.72
508,Steinbach am Taunus,DE,1659553907,50.1667,8.5667,0,32,87.93,2.3
509,Muravlenko,RU,1659553908,63.7898,74.523,100,54,61.02,5.14
510,Yar-Sale,RU,1659553908,66.8333,70.8333,48,64,60.08,7.94
511,Bismarck,US,1659553908,46.8083,-100.7837,0,47,76.84,8.05
512,Northam,GB,1659553909,51.0333,-4.2167,57,86,66.38,12.1
513,Cervo,ES,1659553909,43.6702,-7.4101,100,89,68.97,6.06
514,Bensonville,LR,1659553909,6.4461,-10.6125,94,91,76.55,6.6
515,Champerico,GT,1659553910,14.3,-91.9167,74,74,91.94,5.91
516,Bunia,CD,1659553910,1.5667,30.25,86,69,69.22,1.34
517,Molteno,ZA,1659553910,-31.3968,26.3625,100,73,49.44,8.5
518,St. George's,GD,1659553911,12.0564,-61.7485,75,83,78.48,28.77
519,Ji’an,CN,1659553911,27.1172,114.9793,0,84,79.32,3.83
520,Talnakh,RU,1659553911,69.4865,88.3972,28,60,49.21,6.22
521,Rawson,AR,1659553850,-43.3002,-65.1023,91,48,52.79,14.5
522,Talcahuano,CL,1659553912,-36.7167,-73.1167,100,66,51.48,6.91
523,Keti Bandar,PK,1659553912,24.1447,67.4497,100,83,82.11,8.08
524,Bayangol,RU,1659553913,50.6977,103.4656,100,97,51.78,2.75
525,Acaraú,BR,1659553913,-2.8856,-40.12,96,68,81.77,16.22
526,Mathathane,BW,1659553913,-22.2687,28.7495,0,53,65.46,9.42
527,Pitsunda,GE,1659553913,43.1592,40.3378,0,80,77.18,6.69
528,Luangwa,ZM,1659553914,-15.6167,30.4167,98,56,71.46,2.86
529,Lagos,NG,1659553914,6.5833,3.75,75,81,74.48,8.1
530,Laval,CA,1659553857,45.57,-73.692,98,54,81.05,5.99
531,São Miguel do Araguaia,BR,1659553915,-13.275,-50.1628,0,16,95.41,6.08
532,Pitimbu,BR,1659553915,-7.4706,-34.8086,54,79,75.79,7.58
533,Brenham,US,1659553915,30.1669,-96.3977,40,40,102.85,10.36
534,Lata,PT,1659553916,40.1629,-8.3327,0,65,73.15,5.68
535,Grahamstown,ZA,1659553916,-33.3042,26.5328,85,57,57.96,2.33
536,Bambanglipuro,ID,1659553916,-7.95,110.2833,100,85,76.71,7.56
537,Hearst,CA,1659553917,49.6835,-83.6665,6,48,79.43,14.41
538,Sirte,LY,1659553917,31.2089,16.5887,0,64,82.31,10.22
539,Druzhnaya Gorka,RU,1659553917,59.2761,30.1425,31,81,62.11,3.47
540,Camacha,PT,1659553918,33.0833,-16.3333,40,68,69.22,14.97
541,Hope,US,1659553688,33.6671,-93.5916,9,36,100.45,6.67
542,Svetlaya,RU,1659553918,46.5389,138.3297,92,99,64.56,2.48
543,De-Kastri,RU,1659553919,51.4667,140.7833,100,99,59.4,7.99
544,Lokosovo,RU,1659553919,61.1333,74.8167,89,70,57.38,4.74
545,Serowe,BW,1659553919,-22.3833,26.7167,98,56,62.89,10.51
546,Ciudad Bolivar,VE,1659553919,8.1222,-63.5497,97,61,86.61,6.96
547,Amudat,UG,1659553920,1.95,34.95,100,77,69.62,1.32
548,Prince Rupert,CA,1659553621,54.3161,-130.3201,100,90,55.06,1.63
549,Faya,SA,1659553920,18.3851,42.4509,99,81,66.72,6.13
550,Nelson Bay,AU,1659553921,-32.7167,152.15,100,86,63.0,5.01
551,Hassan,IN,1659553921,13.0006,76.0994,100,93,69.62,7.9
552,Ostrovnoy,RU,1659553921,68.0531,39.5131,75,89,55.33,10.56
553,Barra de Tecoanapa,MX,1659553922,16.5167,-98.75,8,66,86.09,9.75
554,Necochea,AR,1659553922,-38.5473,-58.7368,2,76,52.59,8.05
555,Halifax,CA,1659553758,44.6453,-63.5724,37,80,83.7,11.99
556,Venezuela,VE,1659553923,8.0,-66.0,100,63,85.86,6.6
557,Banda Aceh,ID,1659553923,5.5577,95.3222,100,74,78.98,14.85
558,Polson,US,1659553923,47.6936,-114.1632,0,19,87.22,8.99
559,Tateyama,JP,1659553924,34.9833,139.8667,53,86,79.11,17.96
560,Kahului,US,1659553687,20.8947,-156.47,20,66,82.42,17.27
561,Lieksa,FI,1659553924,63.3167,30.0167,76,64,60.28,10.45
562,Ucluelet,CA,1659553924,48.9329,-125.5528,100,92,59.31,2.62
563,Ketchikan,US,1659553724,55.3422,-131.6461,75,72,61.27,8.05
564,Ola,RU,1659553925,59.5833,151.2833,100,91,55.15,12.35
565,Yanaul,RU,1659553925,56.2719,54.9309,7,69,63.36,4.72
566,Kaniama,CD,1659553925,-7.5667,24.1833,6,26,77.14,1.72
567,Emerald,AU,1659553926,-23.5333,148.1667,100,100,57.34,4.61
568,Chyorny Yar,RU,1659553926,48.0624,46.1091,100,45,77.85,8.7
569,Ghanzi,BW,1659553927,-21.5667,21.7833,9,19,62.29,8.08
570,Port Hawkesbury,CA,1659553927,45.6169,-61.3485,61,74,80.91,8.01
571,Yulara,AU,1659553927,-25.2406,130.9889,100,38,60.03,7.47
572,Guaymas,MX,1659553927,27.9333,-110.9,20,62,92.88,6.91
573,Mae Sai,TH,1659553928,20.4335,99.8762,82,98,72.16,1.39
574,Port Keats,AU,1659553928,-14.25,129.55,75,82,73.02,5.3
575,Novy Urengoy,RU,1659553928,66.0833,76.6333,99,58,61.65,3.89
576,João Pinheiro,BR,1659553929,-17.7425,-46.1725,3,24,85.53,4.52
577,Dunda,TZ,1659553929,-8.1167,34.25,7,50,62.78,3.74
578,Bilma,NE,1659553929,18.6853,12.9164,21,31,94.96,9.08
579,Hokitika,NZ,1659553930,-42.7167,170.9667,100,86,46.42,5.14
